73.955936,18.5415196,0
73.9563052,18.5415137,1
73.9567464,18.5415138,2
73.9570642,18.5415112,3
73.9571313,18.541557,4
73.9571984,18.5416155,5
73.9572453,18.5416295,6
73.9573003,18.5416714,7
73.9572708,18.5417782,8
73.9572574,18.5418927,9
73.9571501,18.5418838,10
73.9569798,18.5418749,11
73.9568653,18.541868,12
73.9565023,18.5418596,13
73.9561215,18.5418583,14
73.9561107,18.5419957,15
73.9560343,18.5419995,16
73.9558264,18.5420046,17
73.9555917,18.5420058,18
73.9553915,18.5420015,19
73.9572574,18.5418927,20
73.9572299,18.5419811,21
73.9572018,18.5421197,22
73.9571682,18.5422596,23
73.9572272,18.5423079,24
73.9572903,18.5422812,25
73.957309,18.5421578,26
73.9572031,18.5421184,27
73.955936,18.5415196,28
73.9557622,18.5415142,29
73.9555825,18.5415129,30
73.9553773,18.5415129,31
73.9553277,18.5415142,32
73.9553036,18.5414951,33
73.9553049,18.5413794,34
73.9553076,18.5412701,35
73.9553076,18.5411251,36
73.9553103,18.5410539,37
73.9553371,18.5410069,38
73.9554015,18.5409967,39
73.9557274,18.5409992,40
73.9560667,18.540998,41
73.9562276,18.5410005,42
73.9563537,18.541101,43
73.9563657,18.5412408,44
73.956359,18.5413794,45
73.9563052,18.5415137,46
73.9562477,18.5413731,47
73.9562531,18.5412357,48
73.9563671,18.5412408,49